Эмодзи: 🥇, Идентификатор: :1st_place_medal:
Эмодзи: ⬆, Идентификатор: :up_arrow:
Эмодзи: 🙃, Идентификатор: :upside-down_face:
Эмодзи: 🔼, Идентификатор: :upwards_button:
Эмодзи: 🧛, Идентификатор: :vampire:
Эмодзи: 🧛🏿, Идентификатор: :vampire_dark_skin_tone:
Эмодзи: 🧛🏻, Идентификатор: :vampire_light_skin_tone:
Эмодзи: 🧛🏾, Идентификатор: :vampire_medium-dark_skin_tone:
Эмодзи: 🧛🏼, Идентификатор: :vampire_medium-light_skin_tone:
Эмодзи: 🧛🏽, Идентификатор: :vampire_medium_skin_tone:
Эмодзи: 🚦, Идентификатор: :vertical_traffic_light:
Эмодзи: 📳, Идентификатор: :vibration_mode:
Эмодзи: ✌️, Идентификатор: :victory_hand:
Эмодзи: ✌, Идентификатор: :victory_hand:
Эмодзи: ✌🏿, Идентификатор: :victory_hand_dark_skin_tone:
Эмодзи: ✌🏻, Идентификатор: :victory_hand_light_skin_tone:
Эмодзи: ✌🏾, Идентификатор: :victory_hand_medium-dark_skin_tone:
Эмодзи: ✌🏼, Идентификатор: :victory_hand_medium-light_skin_tone:
Эмодзи: ✌🏽, Идентификатор: :victory_hand_medium_skin_tone:
Эмодзи: 📹, Идентификатор: :video_camera:
Эмодзи: 🎮, Идентификатор: :video_game:
Эмодзи: 📼, Идентификатор: :videocassette:
Эмодзи: 🎻, Идентификатор: :violin:
Эмодзи: 🌋, Идентификатор: :volcano:
Эмодзи: 🏐, Идентификатор: :volleyball:
Эмодзи: 🖖, Идентификатор: :vulcan_salute:
Эмодзи: 🖖🏿, Идентификатор: :vulcan_salute_dark_skin_tone:
Эмодзи: 🖖🏻, Идентификатор: :vulcan_salute_light_skin_tone:
Эмодзи: 🖖🏾, Идентификатор: :vulcan_salute_medium-dark_skin_tone:
Эмодзи: 🖖🏼, Идентификатор: :vulcan_salute_medium-light_skin_tone:
Эмодзи: 🖖🏽, Идентификатор: :vulcan_salute_medium_skin_tone:
Эмодзи: 🧇, Идентификатор: :waffle:
Эмодзи: 🌘, Идентификатор: :waning_crescent_moon:
Эмодзи: 🌖, Идентификатор: :waning_gibbous_moon:
Эмодзи: ⚠️, Идентификатор: :warning:
Эмодзи: ⚠, Идентификатор: :warning:
Эмодзи: 🗑️, Идентификатор: :wastebasket:
Эмодзи: 🗑, Идентификатор: :wastebasket:
Эмодзи: ⌚, Идентификатор: :watch:
Эмодзи: 🐃, Идентификатор: :water_buffalo:
Эмодзи: 🚾, Идентификатор: :water_closet:
Эмодзи: 🔫, Идентификатор: :water_pistol:
Эмодзи: 🌊, Идентификатор: :water_wave:
Эмодзи: 🍉, Идентификатор: :watermelon:
Эмодзи: 👋, Идентификатор: :waving_hand:
Эмодзи: 👋🏿, Идентификатор: :waving_hand_dark_skin_tone:
Эмодзи: 👋🏻, Идентификатор: :waving_hand_light_skin_tone:
Эмодзи: 👋🏾, Идентификатор: :waving_hand_medium-dark_skin_tone:
Эмодзи: 👋🏼, Идентификатор: :waving_hand_medium-light_skin_tone:
Эмодзи: 👋🏽, Идентификатор: :waving_hand_medium_skin_tone:
Эмодзи: 〰️, Идентификатор: :wavy_dash:
Эмодзи: 〰, Идентификатор: :wavy_dash:
Эмодзи: 🌒, Идентификатор: :waxing_crescent_moon:
Эмодзи: 🌔, Идентификатор: :waxing_gibbous_moon:
Эмодзи: 🙀, Идентификатор: :weary_cat:
Эмодзи: 😩, Идентификатор: :weary_face:
Эмодзи: 💒, Идентификатор: :wedding:
Эмодзи: 🐋, Идентификатор: :whale:
Эмодзи: 🛞, Идентификатор: :wheel:
Эмодзи: ☸️, Идентификатор: :wheel_of_dharma:
Эмодзи: ☸, Идентификатор: :wheel_of_dharma:
Эмодзи: ♿, Идентификатор: :wheelchair_symbol:
Эмодзи: 🦯, Идентификатор: :white_cane:
Эмодзи: ⚪, Идентификатор: :white_circle:
Эмодзи: ❕, Идентификатор: :white_exclamation_mark:
Эмодзи: 🏳️, Идентификатор: :white_flag:
Эмодзи: 🏳, Идентификатор: :white_flag:
Эмодзи: 💮, Идентификатор: :white_flower:
Эмодзи: 🦳, Идентификатор: :white_hair:
Эмодзи: 🤍, Идентификатор: :white_heart:
Эмодзи: ⬜, Идентификатор: :white_large_square:
Эмодзи: ◽, Идентификатор: :white_medium-small_square:
Эмодзи: ◻️, Идентификатор: :white_medium_square:
Эмодзи: ◻, Идентификатор: :white_medium_square:
Эмодзи: ❔, Идентификатор: :white_question_mark:
Эмодзи: ▫️, Идентификатор: :white_small_square:
Эмодзи: ▫, Идентификатор: :white_small_square:
Эмодзи: 🔳, Идентификатор: :white_square_button:
Эмодзи: 🥀, Идентификатор: :wilted_flower:
Эмодзи: 🎐, Идентификатор: :wind_chime:
Эмодзи: 🌬️, Идентификатор: :wind_face:
Эмодзи: 🌬, Идентификатор: :wind_face:
Эмодзи: 🪟, Идентификатор: :window:
Эмодзи: 🍷, Идентификатор: :wine_glass:
Эмодзи: 🪽, Идентификатор: :wing:
Эмодзи: 😉, Идентификатор: :winking_face:
Эмодзи: 😜, Идентификатор: :winking_face_with_tongue:
Эмодзи: 🛜, Идентификатор: :wireless:
Эмодзи: 🐺, Идентификатор: :wolf:
Эмодзи: 👩, Идентификатор: :woman:
Эмодзи: 👫, Идентификатор: :woman_and_man_holding_hands:
Эмодзи: 👫🏿, Идентификатор: :woman_and_man_holding_hands_dark_skin_tone:
Эмодзи: 👩🏿‍🤝‍👨🏻, Идентификатор: :woman_and_man_holding_hands_dark_skin_tone_light_skin_tone:
Эмодзи: 👩🏿‍🤝‍👨🏾, Идентификатор: :woman_and_man_holding_hands_dark_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏿‍🤝‍👨🏼, Идентификатор: :woman_and_man_holding_hands_dark_skin_tone_medium-light_skin_tone:
Эмодзи: 👩🏿‍🤝‍👨🏽, Идентификатор: :woman_and_man_holding_hands_dark_skin_tone_medium_skin_tone:
Эмодзи: 👫🏻, Идентификатор: :woman_and_man_holding_hands_light_skin_tone:
Эмодзи: 👩🏻‍🤝‍👨🏿, Идентификатор: :woman_and_man_holding_hands_light_skin_tone_dark_skin_tone:
Эмодзи: 👩🏻‍🤝‍👨🏾, Идентификатор: :woman_and_man_holding_hands_light_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏻‍🤝‍👨🏼, Идентификатор: :woman_and_man_holding_hands_light_skin_tone_medium-light_skin_tone:
Эмодзи: 👩🏻‍🤝‍👨🏽, Идентификатор: :woman_and_man_holding_hands_light_skin_tone_medium_skin_tone:
Эмодзи: 👫🏾, Идентификатор: :woman_and_man_holding_hands_medium-dark_skin_tone:
Эмодзи: 👩🏾‍🤝‍👨🏿, Идентификатор: :woman_and_man_holding_hands_medium-dark_skin_tone_dark_skin_tone:
Эмодзи: 👩🏾‍🤝‍👨🏻, Идентификатор: :woman_and_man_holding_hands_medium-dark_skin_tone_light_skin_tone:
Эмодзи: 👩🏾‍🤝‍👨🏼, Идентификатор: :woman_and_man_holding_hands_medium-dark_skin_tone_medium-light_skin_tone:
Эмодзи: 👩🏾‍🤝‍👨🏽, Идентификатор: :woman_and_man_holding_hands_medium-dark_skin_tone_medium_skin_tone:
Эмодзи: 👫🏼, Идентификатор: :woman_and_man_holding_hands_medium-light_skin_tone:
Эмодзи: 👩🏼‍🤝‍👨🏿, Идентификатор: :woman_and_man_holding_hands_medium-light_skin_tone_dark_skin_tone:
Эмодзи: 👩🏼‍🤝‍👨🏻, Идентификатор: :woman_and_man_holding_hands_medium-light_skin_tone_light_skin_tone:
Эмодзи: 👩🏼‍🤝‍👨🏾, Идентификатор: :woman_and_man_holding_hands_medium-light_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏼‍🤝‍👨🏽, Идентификатор: :woman_and_man_holding_hands_medium-light_skin_tone_medium_skin_tone:
Эмодзи: 👫🏽, Идентификатор: :woman_and_man_holding_hands_medium_skin_tone:
Эмодзи: 👩🏽‍🤝‍👨🏿, Идентификатор: :woman_and_man_holding_hands_medium_skin_tone_dark_skin_tone:
Эмодзи: 👩🏽‍🤝‍👨🏻, Идентификатор: :woman_and_man_holding_hands_medium_skin_tone_light_skin_tone:
Эмодзи: 👩🏽‍🤝‍👨🏾, Идентификатор: :woman_and_man_holding_hands_medium_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏽‍🤝‍👨🏼, Идентификатор: :woman_and_man_holding_hands_medium_skin_tone_medium-light_skin_tone:
Эмодзи: 👩‍🎨, Идентификатор: :woman_artist:
Эмодзи: 👩🏿‍🎨, Идентификатор: :woman_artist_dark_skin_tone:
Эмодзи: 👩🏻‍🎨, Идентификатор: :woman_artist_light_skin_tone:
Эмодзи: 👩🏾‍🎨, Идентификатор: :woman_artist_medium-dark_skin_tone:
Эмодзи: 👩🏼‍🎨, Идентификатор: :woman_artist_medium-light_skin_tone:
Эмодзи: 👩🏽‍🎨, Идентификатор: :woman_artist_medium_skin_tone:
Эмодзи: 👩‍🚀, Идентификатор: :woman_astronaut:
Эмодзи: 👩🏿‍🚀, Идентификатор: :woman_astronaut_dark_skin_tone:
Эмодзи: 👩🏻‍🚀, Идентификатор: :woman_astronaut_light_skin_tone:
Эмодзи: 👩🏾‍🚀, Идентификатор: :woman_astronaut_medium-dark_skin_tone:
Эмодзи: 👩🏼‍🚀, Идентификатор: :woman_astronaut_medium-light_skin_tone:
Эмодзи: 👩🏽‍🚀, Идентификатор: :woman_astronaut_medium_skin_tone:
Эмодзи: 👩‍🦲, Идентификатор: :woman_bald:
Эмодзи: 🧔‍♀️, Идентификатор: :woman_beard:
Эмодзи: 🧔‍♀, Идентификатор: :woman_beard:
Эмодзи: 🚴‍♀️, Идентификатор: :woman_biking:
Эмодзи: 🚴‍♀, Идентификатор: :woman_biking:
Эмодзи: 🚴🏿‍♀️, Идентификатор: :woman_biking_dark_skin_tone:
Эмодзи: 🚴🏿‍♀, Идентификатор: :woman_biking_dark_skin_tone:
Эмодзи: 🚴🏻‍♀️, Идентификатор: :woman_biking_light_skin_tone:
Эмодзи: 🚴🏻‍♀, Идентификатор: :woman_biking_light_skin_tone:
Эмодзи: 🚴🏾‍♀️, Идентификатор: :woman_biking_medium-dark_skin_tone:
Эмодзи: 🚴🏾‍♀, Идентификатор: :woman_biking_medium-dark_skin_tone:
Эмодзи: 🚴🏼‍♀️, Идентификатор: :woman_biking_medium-light_skin_tone:
Эмодзи: 🚴🏼‍♀, Идентификатор: :woman_biking_medium-light_skin_tone:
Эмодзи: 🚴🏽‍♀️, Идентификатор: :woman_biking_medium_skin_tone:
Эмодзи: 🚴🏽‍♀, Идентификатор: :woman_biking_medium_skin_tone:
Эмодзи: 👱‍♀️, Идентификатор: :woman_blond_hair:
Эмодзи: 👱‍♀, Идентификатор: :woman_blond_hair:
Эмодзи: ⛹️‍♀️, Идентификатор: :woman_bouncing_ball:
Эмодзи: ⛹‍♀️, Идентификатор: :woman_bouncing_ball:
Эмодзи: ⛹️‍♀, Идентификатор: :woman_bouncing_ball:
Эмодзи: ⛹‍♀, Идентификатор: :woman_bouncing_ball:
Эмодзи: ⛹🏿‍♀️, Идентификатор: :woman_bouncing_ball_dark_skin_tone:
Эмодзи: ⛹🏿‍♀, Идентификатор: :woman_bouncing_ball_dark_skin_tone:
Эмодзи: ⛹🏻‍♀️, Идентификатор: :woman_bouncing_ball_light_skin_tone:
Эмодзи: ⛹🏻‍♀, Идентификатор: :woman_bouncing_ball_light_skin_tone:
Эмодзи: ⛹🏾‍♀️, Идентификатор: :woman_bouncing_ball_medium-dark_skin_tone:
Эмодзи: ⛹🏾‍♀, Идентификатор: :woman_bouncing_ball_medium-dark_skin_tone:
Эмодзи: ⛹🏼‍♀️, Идентификатор: :woman_bouncing_ball_medium-light_skin_tone:
Эмодзи: ⛹🏼‍♀, Идентификатор: :woman_bouncing_ball_medium-light_skin_tone:
Эмодзи: ⛹🏽‍♀️, Идентификатор: :woman_bouncing_ball_medium_skin_tone:
Эмодзи: ⛹🏽‍♀, Идентификатор: :woman_bouncing_ball_medium_skin_tone:
Эмодзи: 🙇‍♀️, Идентификатор: :woman_bowing:
Эмодзи: 🙇‍♀, Идентификатор: :woman_bowing:
Эмодзи: 🙇🏿‍♀️, Идентификатор: :woman_bowing_dark_skin_tone:
Эмодзи: 🙇🏿‍♀, Идентификатор: :woman_bowing_dark_skin_tone:
